단어,좌문맥ID,우문맥ID,가중치(단어비용),품사태그,의미분류,종성 유무,읽기,타입,첫 품사,마지막 품사,표현
감초,,,,NNP,*,F,감초,*,*,*,*
연골성종판,,,,NNP,*,T,연골성종판,*,*,*,*
심하지음,,,,NNP,*,T,심하지음,*,*,*,*
당귀사역탕,,,,NNP,*,T,당귀사역탕,*,*,*,*
외이도질환,,,,NNP,*,T,외이도질환,*,*,*,*
극상근,,,,NNP,*,T,극상근,*,*,*,*
열공성,,,,NNP,*,T,열공성,*,*,*,*
교모세포종,,,,NNP,*,T,교모세포종,*,*,*,*
아편유사제,,,,NNP,*,F,아편유사제,*,*,*,*
기단,,,,NNP,*,T,기단,*,*,*,*
생지황,,,,NNP,*,T,생지황,*,*,*,*
굽힘증가를,,,,NNP,*,T,굽힘증가를,*,*,*,*
냉부탕,,,,NNP,*,T,냉부탕,*,*,*,*
증상별,,,,NNP,*,T,증상별,*,*,*,*
심하비,,,,NNP,*,F,심하비,*,*,*,*
폐렴구균,,,,NNP,*,T,폐렴구균,*,*,*,*
칠피,,,,NNP,*,F,칠피,*,*,*,*
헤르페스윗몸구내염,,,,NNP,*,T,헤르페스윗몸구내염,*,*,*,*
은회반총산,,,,NNP,*,T,은회반총산,*,*,*,*
반진,,,,NNP,*,T,반진,*,*,*,*
해표약,,,,NNP,*,T,해표약,*,*,*,*
주사비,,,,NNP,*,F,주사비,*,*,*,*
시경반하탕,,,,NNP,*,T,시경반하탕,*,*,*,*
대장파한,,,,NNP,*,T,대장파한,*,*,*,*
국소적,,,,NNP,*,T,국소적,*,*,*,*
산초,,,,NNP,*,F,산초,*,*,*,*
스트레스검사,,,,NNP,*,F,스트레스검사,*,*,*,*
안검경련,,,,NNP,*,T,안검경련,*,*,*,*
베이커씨낭종,,,,NNP,*,T,베이커씨낭종,*,*,*,*
중심의학,,,,NNP,*,T,중심의학,*,*,*,*
눈,,,,NNP,*,T,눈,*,*,*,*
계지가황기탕,,,,NNP,*,T,계지가황기탕,*,*,*,*
삼기음가미,,,,NNP,*,F,삼기음가미,*,*,*,*
계작지모탕,,,,NNP,*,T,계작지모탕,*,*,*,*
모음운동,,,,NNP,*,T,모음운동,*,*,*,*
선,,,,NNP,*,T,선,*,*,*,*
대영전,,,,NNP,*,T,대영전,*,*,*,*
청위산,,,,NNP,*,T,청위산,*,*,*,*
부정,,,,NNP,*,T,부정,*,*,*,*
면적,,,,NNP,*,T,면적,*,*,*,*
소견들,,,,NNP,*,T,소견들,*,*,*,*
모강,,,,NNP,*,T,모강,*,*,*,*
가미귀비탕,,,,NNP,*,T,가미귀비탕,*,*,*,*
잠김현상,,,,NNP,*,T,잠김현상,*,*,*,*
위팔두갈래근,,,,NNP,*,T,위팔두갈래근,*,*,*,*
전후풍,,,,NNP,*,T,전후풍,*,*,*,*
대퇴신경,,,,NNP,*,T,대퇴신경,*,*,*,*
천남성,,,,NNP,*,T,천남성,*,*,*,*
흉복통,,,,NNP,*,T,흉복통,*,*,*,*
갈근황금황련탕,,,,NNP,*,T,갈근황금황련탕,*,*,*,*
사물탕,,,,NNP,*,T,사물탕,*,*,*,*
의학형태,,,,NNP,*,F,의학형태,*,*,*,*
급성경추,,,,NNP,*,F,급성경추,*,*,*,*
엉덩틈새,,,,NNP,*,F,엉덩틈새,*,*,*,*
신음양양허증,,,,NNP,*,T,신음양양허증,*,*,*,*
불사음식,,,,NNP,*,T,불사음식,*,*,*,*
고유감각,,,,NNP,*,T,고유감각,*,*,*,*
주진형주단계,,,,NNP,*,F,주진형주단계,*,*,*,*
안식향,,,,NNP,*,T,안식향,*,*,*,*
내막의,,,,NNP,*,F,내막의,*,*,*,*
이동원,,,,NNP,*,T,이동원,*,*,*,*
건시탕,,,,NNP,*,T,건시탕,*,*,*,*
청호,,,,NNP,*,F,청호,*,*,*,*
농,,,,NNP,*,T,농,*,*,*,*
가자,,,,NNP,*,F,가자,*,*,*,*
취후산,,,,NNP,*,T,취후산,*,*,*,*
머리주변압통,,,,NNP,*,T,머리주변압통,*,*,*,*
망음병,,,,NNP,*,T,망음병,*,*,*,*
위가실,,,,NNP,*,T,위가실,*,*,*,*
서경탕,,,,NNP,*,T,서경탕,*,*,*,*
빈랑자,,,,NNP,*,F,빈랑자,*,*,*,*
조위속명탕,,,,NNP,*,T,조위속명탕,*,*,*,*
정충,,,,NNP,*,T,정충,*,*,*,*
뒤쪽,,,,NNP,*,T,뒤쪽,*,*,*,*
팔미지항원,,,,NNP,*,T,팔미지항원,*,*,*,*
폄운동,,,,NNP,*,T,폄운동,*,*,*,*
비중격만곡,,,,NNP,*,T,비중격만곡,*,*,*,*
피마자,,,,NNP,*,F,피마자,*,*,*,*
운모,,,,NNP,*,F,운모,*,*,*,*
위하수,,,,NNP,*,F,위하수,*,*,*,*
간신음허증,,,,NNP,*,T,간신음허증,*,*,*,*
탈레스정작,,,,NNP,*,T,탈레스정작,*,*,*,*
은시호,,,,NNP,*,F,은시호,*,*,*,*
운철초,,,,NNP,*,F,운철초,*,*,*,*
허리네모근,,,,NNP,*,T,허리네모근,*,*,*,*
궤양성,,,,NNP,*,T,궤양성,*,*,*,*
신기허증땁,,,,NNP,*,T,신기허증땁,*,*,*,*
제천전,,,,NNP,*,T,제천전,*,*,*,*
자설산,,,,NNP,*,T,자설산,*,*,*,*
육종용,,,,NNP,*,T,육종용,*,*,*,*
정강이,,,,NNP,*,F,정강이,*,*,*,*
심신불교증,,,,NNP,*,T,심신불교증,*,*,*,*
십미도적산,,,,NNP,*,T,십미도적산,*,*,*,*
레이노드,,,,NNP,*,F,레이노드,*,*,*,*
반하후박탕,,,,NNP,*,T,반하후박탕,*,*,*,*
잠꼬대,,,,NNP,*,F,잠꼬대,*,*,*,*
상백피,,,,NNP,*,F,상백피,*,*,*,*
간혈허증,,,,NNP,*,T,간혈허증,*,*,*,*
신불납기증,,,,NNP,*,T,신불납기증,*,*,*,*
간화상염증이,,,,NNP,*,F,간화상염증이,*,*,*,*
영감강미신하인탕,,,,NNP,*,T,영감강미신하인탕,*,*,*,*
통사요방,,,,NNP,*,T,통사요방,*,*,*,*
치험례,,,,NNP,*,F,치험례,*,*,*,*
후두경검사,,,,NNP,*,F,후두경검사,*,*,*,*
적전,,,,NNP,*,T,적전,*,*,*,*
허리당김,,,,NNP,*,T,허리당김,*,*,*,*
안검하수,,,,NNP,*,F,안검하수,*,*,*,*
수족저림,,,,NNP,*,T,수족저림,*,*,*,*
무릎,,,,NNP,*,T,무릎,*,*,*,*
쇄골골절,,,,NNP,*,T,쇄골골절,*,*,*,*
오한전율,,,,NNP,*,T,오한전율,*,*,*,*
천산갑,,,,NNP,*,T,천산갑,*,*,*,*
혈액-뇌,,,,NNP,*,F,혈액-뇌,*,*,*,*
지속적인,,,,NNP,*,T,지속적인,*,*,*,*
자금정,,,,NNP,*,T,자금정,*,*,*,*
왕숙화,,,,NNP,*,F,왕숙화,*,*,*,*
오약순기산,,,,NNP,*,T,오약순기산,*,*,*,*
발음곤란,,,,NNP,*,T,발음곤란,*,*,*,*
소풍청영탕,,,,NNP,*,T,소풍청영탕,*,*,*,*
연성,,,,NNP,*,T,연성,*,*,*,*
감초건강탕,,,,NNP,*,T,감초건강탕,*,*,*,*
대청룡탕,,,,NNP,*,T,대청룡탕,*,*,*,*
수인씨,,,,NNP,*,F,수인씨,*,*,*,*
타박손상,,,,NNP,*,T,타박손상,*,*,*,*
청대,,,,NNP,*,F,청대,*,*,*,*
슬한,,,,NNP,*,T,슬한,*,*,*,*
혈행장애,,,,NNP,*,F,혈행장애,*,*,*,*
관절와골절,,,,NNP,*,T,관절와골절,*,*,*,*
선방활명음,,,,NNP,*,T,선방활명음,*,*,*,*
대전자,,,,NNP,*,F,대전자,*,*,*,*
활혈거어약복령,,,,NNP,*,T,활혈거어약복령,*,*,*,*
우슬,,,,NNP,*,T,우슬,*,*,*,*
해백,,,,NNP,*,T,해백,*,*,*,*
당귀사역가오수유생강탕과,,,,NNP,*,F,당귀사역가오수유생강탕과,*,*,*,*
근막이완,,,,NNP,*,T,근막이완,*,*,*,*
기질적,,,,NNP,*,T,기질적,*,*,*,*
홍화,,,,NNP,*,F,홍화,*,*,*,*
정기천향탕과,,,,NNP,*,F,정기천향탕과,*,*,*,*
소병,,,,NNP,*,T,소병,*,*,*,*
백합,,,,NNP,*,T,백합,*,*,*,*
애백탕,,,,NNP,*,T,애백탕,*,*,*,*
내복자,,,,NNP,*,F,내복자,*,*,*,*
압박,,,,NNP,*,T,압박,*,*,*,*
영감오미강신탕,,,,NNP,*,T,영감오미강신탕,*,*,*,*
갑상선,,,,NNP,*,T,갑상선,*,*,*,*
양수,,,,NNP,*,F,양수,*,*,*,*
자감초탕,,,,NNP,*,T,자감초탕,*,*,*,*
양화탕,,,,NNP,*,T,양화탕,*,*,*,*
모려산,,,,NNP,*,T,모려산,*,*,*,*
기림,,,,NNP,*,T,기림,*,*,*,*
유향,,,,NNP,*,T,유향,*,*,*,*
잇몸시림,,,,NNP,*,T,잇몸시림,*,*,*,*
상엽,,,,NNP,*,T,상엽,*,*,*,*
자수,,,,NNP,*,F,자수,*,*,*,*
과루근,,,,NNP,*,T,과루근,*,*,*,*
이상근,,,,NNP,*,T,이상근,*,*,*,*
견봉,,,,NNP,*,T,견봉,*,*,*,*
향사양위탕,,,,NNP,*,T,향사양위탕,*,*,*,*
인터루킨-1,,,,NNP,*,T,인터루킨-1,*,*,*,*
자궁각,,,,NNP,*,T,자궁각,*,*,*,*
관절염의,,,,NNP,*,F,관절염의,*,*,*,*
심기허중,,,,NNP,*,T,심기허중,*,*,*,*
면열,,,,NNP,*,T,면열,*,*,*,*
대화중음,,,,NNP,*,T,대화중음,*,*,*,*
태루/태동,,,,NNP,*,T,태루/태동,*,*,*,*
해표양진탕,,,,NNP,*,T,해표양진탕,*,*,*,*
봉래,,,,NNP,*,F,봉래,*,*,*,*
평위산룹,,,,NNP,*,T,평위산룹,*,*,*,*
급성위염과,,,,NNP,*,F,급성위염과,*,*,*,*
클레브시엘라,,,,NNP,*,F,클레브시엘라,*,*,*,*
foam)을,,,,NNP,*,T,foam)을,*,*,*,*
회전근개를,,,,NNP,*,T,회전근개를,*,*,*,*
능동관절가동범위,,,,NNP,*,F,능동관절가동범위,*,*,*,*
호황련,,,,NNP,*,T,호황련,*,*,*,*
관절낭염,,,,NNP,*,T,관절낭염,*,*,*,*
예지자,,,,NNP,*,F,예지자,*,*,*,*
외슬와신경,,,,NNP,*,T,외슬와신경,*,*,*,*
풍한,,,,NNP,*,T,풍한,*,*,*,*
목적,,,,NNP,*,T,목적,*,*,*,*
실증,,,,NNP,*,T,실증,*,*,*,*
시호,,,,NNP,*,F,시호,*,*,*,*
고환염,,,,NNP,*,T,고환염,*,*,*,*
향사온비탕,,,,NNP,*,T,향사온비탕,*,*,*,*
피부근염,,,,NNP,*,T,피부근염,*,*,*,*
배기음가미,,,,NNP,*,F,배기음가미,*,*,*,*
목굽힘근,,,,NNP,*,T,목굽힘근,*,*,*,*
지룡,,,,NNP,*,T,지룡,*,*,*,*
쌍화탕가미,,,,NNP,*,F,쌍화탕가미,*,*,*,*
자종,,,,NNP,*,T,자종,*,*,*,*
간염,,,,NNP,*,T,간염,*,*,*,*
천오의,,,,NNP,*,F,천오의,*,*,*,*
에너지와,,,,NNP,*,F,에너지와,*,*,*,*
온역,,,,NNP,*,T,온역,*,*,*,*
상완골,,,,NNP,*,T,상완골,*,*,*,*
헤르페스,,,,NNP,*,F,헤르페스,*,*,*,*
뇌신경마비,,,,NNP,*,F,뇌신경마비,*,*,*,*
안구건조증,,,,NNP,*,T,안구건조증,*,*,*,*
승기탕류,,,,NNP,*,F,승기탕류,*,*,*,*
패감산,,,,NNP,*,T,패감산,*,*,*,*
양제근,,,,NNP,*,T,양제근,*,*,*,*
전씨백출산,,,,NNP,*,T,전씨백출산,*,*,*,*
체중조절식단,,,,NNP,*,T,체중조절식단,*,*,*,*
녹각,,,,NNP,*,T,녹각,*,*,*,*
지황백호탕,,,,NNP,*,T,지황백호탕,*,*,*,*
자설산야,,,,NNP,*,F,자설산야,*,*,*,*
한약,,,,NNP,*,T,한약,*,*,*,*
진무탕,,,,NNP,*,T,진무탕,*,*,*,*
외상성,,,,NNP,*,T,외상성,*,*,*,*
위관절융기,,,,NNP,*,F,위관절융기,*,*,*,*
어체포궁증,,,,NNP,*,T,어체포궁증,*,*,*,*
몸살감기,,,,NNP,*,F,몸살감기,*,*,*,*
포워드런지,,,,NNP,*,F,포워드런지,*,*,*,*
유발하는,,,,NNP,*,T,유발하는,*,*,*,*
감기,,,,NNP,*,F,감기,*,*,*,*
저혈압,,,,NNP,*,T,저혈압,*,*,*,*
괴화,,,,NNP,*,F,괴화,*,*,*,*
클라미디아,,,,NNP,*,F,클라미디아,*,*,*,*
목갈비근,,,,NNP,*,T,목갈비근,*,*,*,*
오매,,,,NNP,*,F,오매,*,*,*,*
자음건비탕,,,,NNP,*,T,자음건비탕,*,*,*,*
비기하함증,,,,NNP,*,T,비기하함증,*,*,*,*
진단기준,,,,NNP,*,T,진단기준,*,*,*,*
신경,,,,NNP,*,T,신경,*,*,*,*
무자극발작,,,,NNP,*,T,무자극발작,*,*,*,*
산후풍,,,,NNP,*,T,산후풍,*,*,*,*
염증성,,,,NNP,*,T,염증성,*,*,*,*
야명사,,,,NNP,*,F,야명사,*,*,*,*
노복,,,,NNP,*,T,노복,*,*,*,*
하지냉,,,,NNP,*,T,하지냉,*,*,*,*
후십자인대파열,,,,NNP,*,T,후십자인대파열,*,*,*,*
폐신음허증,,,,NNP,*,T,폐신음허증,*,*,*,*
임억,,,,NNP,*,T,임억,*,*,*,*
유산균,,,,NNP,*,T,유산균,*,*,*,*
결합부,,,,NNP,*,F,결합부,*,*,*,*
중액승기탕지보단,,,,NNP,*,T,중액승기탕지보단,*,*,*,*
개,,,,NNP,*,F,개,*,*,*,*
반하백출천마탕,,,,NNP,*,T,반하백출천마탕,*,*,*,*
백자인,,,,NNP,*,T,백자인,*,*,*,*
상체,,,,NNP,*,F,상체,*,*,*,*
병변에,,,,NNP,*,F,병변에,*,*,*,*
혈관병,,,,NNP,*,T,혈관병,*,*,*,*
복부대동맥,,,,NNP,*,T,복부대동맥,*,*,*,*
선복화,,,,NNP,*,F,선복화,*,*,*,*
연골하낭,,,,NNP,*,T,연골하낭,*,*,*,*
국로고,,,,NNP,*,F,국로고,*,*,*,*
양독발반,,,,NNP,*,T,양독발반,*,*,*,*
방아쇠구역,,,,NNP,*,T,방아쇠구역,*,*,*,*
흉수,,,,NNP,*,F,흉수,*,*,*,*
항강통,,,,NNP,*,T,항강통,*,*,*,*
항강,,,,NNP,*,T,항강,*,*,*,*
포착증,,,,NNP,*,T,포착증,*,*,*,*
신정부족증,,,,NNP,*,T,신정부족증,*,*,*,*
백화사,,,,NNP,*,F,백화사,*,*,*,*
고련피,,,,NNP,*,F,고련피,*,*,*,*
인삼백합탕,,,,NNP,*,T,인삼백합탕,*,*,*,*
강직성,,,,NNP,*,T,강직성,*,*,*,*
넙다리빗근,,,,NNP,*,T,넙다리빗근,*,*,*,*
갈근탕과,,,,NNP,*,F,갈근탕과,*,*,*,*
단익모환,,,,NNP,*,T,단익모환,*,*,*,*
척추불안정,,,,NNP,*,T,척추불안정,*,*,*,*
좌귀환,,,,NNP,*,T,좌귀환,*,*,*,*
엎드려,,,,NNP,*,F,엎드려,*,*,*,*
혈열증,,,,NNP,*,T,혈열증,*,*,*,*
후기,,,,NNP,*,F,후기,*,*,*,*
졸중풍,,,,NNP,*,T,졸중풍,*,*,*,*
인삼양위탕,,,,NNP,*,T,인삼양위탕,*,*,*,*
자윤탕,,,,NNP,*,T,자윤탕,*,*,*,*
목단피,,,,NNP,*,F,목단피,*,*,*,*
홍화자,,,,NNP,*,F,홍화자,*,*,*,*
충수염,,,,NNP,*,T,충수염,*,*,*,*
빗장인대,,,,NNP,*,F,빗장인대,*,*,*,*
천문동,,,,NNP,*,T,천문동,*,*,*,*
주사안신환,,,,NNP,*,T,주사안신환,*,*,*,*
파두,,,,NNP,*,F,파두,*,*,*,*
괴각,,,,NNP,*,T,괴각,*,*,*,*
영각구등탕,,,,NNP,*,T,영각구등탕,*,*,*,*
페기쇠절증,,,,NNP,*,T,페기쇠절증,*,*,*,*
척추체,,,,NNP,*,F,척추체,*,*,*,*
위한증,,,,NNP,*,T,위한증,*,*,*,*
난소증후군,,,,NNP,*,T,난소증후군,*,*,*,*
트라코마티스,,,,NNP,*,F,트라코마티스,*,*,*,*
연변,,,,NNP,*,T,연변,*,*,*,*
육미지황환,,,,NNP,*,T,육미지황환,*,*,*,*
석류,,,,NNP,*,F,석류,*,*,*,*
십이지장염,,,,NNP,*,T,십이지장염,*,*,*,*
산후비증,,,,NNP,*,T,산후비증,*,*,*,*
저령탕모택동무중순갈레누스,,,,NNP,*,F,저령탕모택동무중순갈레누스,*,*,*,*
치질,,,,NNP,*,T,치질,*,*,*,*
산후지절통,,,,NNP,*,T,산후지절통,*,*,*,*
흉비,,,,NNP,*,F,흉비,*,*,*,*
내소산,,,,NNP,*,T,내소산,*,*,*,*
관절간부,,,,NNP,*,F,관절간부,*,*,*,*
정원음,,,,NNP,*,T,정원음,*,*,*,*
도인,,,,NNP,*,T,도인,*,*,*,*
복원단,,,,NNP,*,T,복원단,*,*,*,*
감모,,,,NNP,*,F,감모,*,*,*,*
두충,,,,NNP,*,T,두충,*,*,*,*
왕기,,,,NNP,*,F,왕기,*,*,*,*
사향산,,,,NNP,*,T,사향산,*,*,*,*
대변난,,,,NNP,*,T,대변난,*,*,*,*
갈근대승기탕,,,,NNP,*,T,갈근대승기탕,*,*,*,*
인위적척추,,,,NNP,*,F,인위적척추,*,*,*,*
저령차전자탕,,,,NNP,*,T,저령차전자탕,*,*,*,*
림프절병증,,,,NNP,*,T,림프절병증,*,*,*,*
비색,,,,NNP,*,T,비색,*,*,*,*
요각통,,,,NNP,*,T,요각통,*,*,*,*
오로,,,,NNP,*,F,오로,*,*,*,*
가려움증,,,,NNP,*,T,가려움증,*,*,*,*
잔뇨감,,,,NNP,*,T,잔뇨감,*,*,*,*
방기,,,,NNP,*,F,방기,*,*,*,*
방기황기탕,,,,NNP,*,T,방기황기탕,*,*,*,*
천패모,,,,NNP,*,F,천패모,*,*,*,*
조등음가미방,,,,NNP,*,T,조등음가미방,*,*,*,*
어깨밑근,,,,NNP,*,T,어깨밑근,*,*,*,*
황체,,,,NNP,*,F,황체,*,*,*,*
풍중장,,,,NNP,*,T,풍중장,*,*,*,*
설리,,,,NNP,*,F,설리,*,*,*,*
미란,,,,NNP,*,T,미란,*,*,*,*
목천료,,,,NNP,*,F,목천료,*,*,*,*
사육탕가미,,,,NNP,*,F,사육탕가미,*,*,*,*
감초탕,,,,NNP,*,T,감초탕,*,*,*,*
복원양영탕,,,,NNP,*,T,복원양영탕,*,*,*,*
능소화,,,,NNP,*,F,능소화,*,*,*,*
지각,,,,NNP,*,T,지각,*,*,*,*
아마인,,,,NNP,*,T,아마인,*,*,*,*
녹반,,,,NNP,*,T,녹반,*,*,*,*
가시위근,,,,NNP,*,T,가시위근,*,*,*,*
윤조활장,,,,NNP,*,T,윤조활장,*,*,*,*
골화과잉증,,,,NNP,*,T,골화과잉증,*,*,*,*
무좀,,,,NNP,*,T,무좀,*,*,*,*
현대한의학적,,,,NNP,*,T,현대한의학적,*,*,*,*
지구자,,,,NNP,*,F,지구자,*,*,*,*
독활지황탕,,,,NNP,*,T,독활지황탕,*,*,*,*
을자탕,,,,NNP,*,T,을자탕,*,*,*,*
큰가슴근,,,,NNP,*,T,큰가슴근,*,*,*,*
기울의,,,,NNP,*,F,기울의,*,*,*,*
포공영,,,,NNP,*,T,포공영,*,*,*,*
족지골절,,,,NNP,*,T,족지골절,*,*,*,*
시경청폐탕,,,,NNP,*,T,시경청폐탕,*,*,*,*
당뇨성발,,,,NNP,*,T,당뇨성발,*,*,*,*
아위,,,,NNP,*,F,아위,*,*,*,*
근력강화운동,,,,NNP,*,T,근력강화운동,*,*,*,*
인후병,,,,NNP,*,T,인후병,*,*,*,*
양상,,,,NNP,*,T,양상,*,*,*,*
추간판탈출증,,,,NNP,*,T,추간판탈출증,*,*,*,*
강활숭습탕,,,,NNP,*,T,강활숭습탕,*,*,*,*
복근,,,,NNP,*,T,복근,*,*,*,*
단황련탕,,,,NNP,*,T,단황련탕,*,*,*,*
한발서기,,,,NNP,*,F,한발서기,*,*,*,*
이기약,,,,NNP,*,T,이기약,*,*,*,*
이소골,,,,NNP,*,T,이소골,*,*,*,*
우황청심원,,,,NNP,*,T,우황청심원,*,*,*,*
구강작열감,,,,NNP,*,T,구강작열감,*,*,*,*
양의전,,,,NNP,*,T,양의전,*,*,*,*
미후등식장탕,,,,NNP,*,T,미후등식장탕,*,*,*,*
견봉쇄골,,,,NNP,*,T,견봉쇄골,*,*,*,*
심신불교,,,,NNP,*,F,심신불교,*,*,*,*
하기도,,,,NNP,*,F,하기도,*,*,*,*
변형,,,,NNP,*,T,변형,*,*,*,*
절구공이,,,,NNP,*,F,절구공이,*,*,*,*
감기대응,,,,NNP,*,T,감기대응,*,*,*,*
감각,,,,NNP,*,T,감각,*,*,*,*
사군자,,,,NNP,*,F,사군자,*,*,*,*
구해면체반사,,,,NNP,*,F,구해면체반사,*,*,*,*
도핵숭기탕,,,,NNP,*,T,도핵숭기탕,*,*,*,*
작약,,,,NNP,*,T,작약,*,*,*,*
음수,,,,NNP,*,F,음수,*,*,*,*
유백피,,,,NNP,*,F,유백피,*,*,*,*
파열,,,,NNP,*,T,파열,*,*,*,*
상완골근위부,,,,NNP,*,F,상완골근위부,*,*,*,*
변비,,,,NNP,*,F,변비,*,*,*,*
뇌사,,,,NNP,*,F,뇌사,*,*,*,*
거풍청기산,,,,NNP,*,T,거풍청기산,*,*,*,*
모지구근,,,,NNP,*,T,모지구근,*,*,*,*
심근허혈증,,,,NNP,*,T,심근허혈증,*,*,*,*
탈출증,,,,NNP,*,T,탈출증,*,*,*,*
흉통,,,,NNP,*,T,흉통,*,*,*,*
경사,,,,NNP,*,F,경사,*,*,*,*
인체,,,,NNP,*,F,인체,*,*,*,*
건비보원전,,,,NNP,*,T,건비보원전,*,*,*,*
과민반응,,,,NNP,*,T,과민반응,*,*,*,*
거원전,,,,NNP,*,T,거원전,*,*,*,*
연골세포,,,,NNP,*,F,연골세포,*,*,*,*
생숙지황탕,,,,NNP,*,T,생숙지황탕,*,*,*,*
반복성,,,,NNP,*,T,반복성,*,*,*,*
복부,,,,NNP,*,F,복부,*,*,*,*
육계탕,,,,NNP,*,T,육계탕,*,*,*,*
혈허증,,,,NNP,*,T,혈허증,*,*,*,*
위한중,,,,NNP,*,T,위한중,*,*,*,*
운대자,,,,NNP,*,F,운대자,*,*,*,*
만성위염의,,,,NNP,*,F,만성위염의,*,*,*,*
훈련,,,,NNP,*,T,훈련,*,*,*,*
맥문동,,,,NNP,*,T,맥문동,*,*,*,*
심화항성증,,,,NNP,*,T,심화항성증,*,*,*,*
요추염좌,,,,NNP,*,F,요추염좌,*,*,*,*
화해제,,,,NNP,*,F,화해제,*,*,*,*
추진운동,,,,NNP,*,T,추진운동,*,*,*,*
청심열다탕,,,,NNP,*,T,청심열다탕,*,*,*,*
저실자,,,,NNP,*,F,저실자,*,*,*,*
인종,,,,NNP,*,T,인종,*,*,*,*
심부마찰마사지,,,,NNP,*,F,심부마찰마사지,*,*,*,*
유중풍증후,,,,NNP,*,F,유중풍증후,*,*,*,*
지루성피부염,,,,NNP,*,T,지루성피부염,*,*,*,*
금출도담탕,,,,NNP,*,T,금출도담탕,*,*,*,*
추위탐,,,,NNP,*,T,추위탐,*,*,*,*
대복피,,,,NNP,*,F,대복피,*,*,*,*
곽정탕가미,,,,NNP,*,F,곽정탕가미,*,*,*,*
강출관중탕,,,,NNP,*,T,강출관중탕,*,*,*,*
요측,,,,NNP,*,T,요측,*,*,*,*
전경부림프절병증,,,,NNP,*,T,전경부림프절병증,*,*,*,*
도수,,,,NNP,*,F,도수,*,*,*,*
녹각대보탕,,,,NNP,*,T,녹각대보탕,*,*,*,*
궁귀향소산,,,,NNP,*,T,궁귀향소산,*,*,*,*
그람양성균,,,,NNP,*,T,그람양성균,*,*,*,*
간울화화,,,,NNP,*,F,간울화화,*,*,*,*
녹용,,,,NNP,*,T,녹용,*,*,*,*
유발,,,,NNP,*,T,유발,*,*,*,*
사마귀,,,,NNP,*,F,사마귀,*,*,*,*
열당,,,,NNP,*,T,열당,*,*,*,*
장뇌,,,,NNP,*,F,장뇌,*,*,*,*
유방염,,,,NNP,*,T,유방염,*,*,*,*
정공등,,,,NNP,*,T,정공등,*,*,*,*
흉곽출구증후군,,,,NNP,*,T,흉곽출구증후군,*,*,*,*
비신양허증,,,,NNP,*,T,비신양허증,*,*,*,*
우귀환,,,,NNP,*,T,우귀환,*,*,*,*
냉리,,,,NNP,*,F,냉리,*,*,*,*
귀곡,,,,NNP,*,T,귀곡,*,*,*,*
대함흉탕,,,,NNP,*,T,대함흉탕,*,*,*,*
당삼,,,,NNP,*,T,당삼,*,*,*,*
면실자,,,,NNP,*,F,면실자,*,*,*,*
건비환,,,,NNP,*,T,건비환,*,*,*,*
대장실열증,,,,NNP,*,T,대장실열증,*,*,*,*
공황장애,,,,NNP,*,F,공황장애,*,*,*,*
고름물집성,,,,NNP,*,T,고름물집성,*,*,*,*
염증세포,,,,NNP,*,F,염증세포,*,*,*,*
임상적용,,,,NNP,*,T,임상적용,*,*,*,*
인삼계지부자탕,,,,NNP,*,T,인삼계지부자탕,*,*,*,*
은화사간탕,,,,NNP,*,T,은화사간탕,*,*,*,*
후의,,,,NNP,*,F,후의,*,*,*,*
서대춘,,,,NNP,*,T,서대춘,*,*,*,*
폐암,,,,NNP,*,T,폐암,*,*,*,*
인진오령산,,,,NNP,*,T,인진오령산,*,*,*,*
관절와상완관절,,,,NNP,*,T,관절와상완관절,*,*,*,*
고추,,,,NNP,*,F,고추,*,*,*,*
기능,,,,NNP,*,T,기능,*,*,*,*
응체,,,,NNP,*,F,응체,*,*,*,*
음양쌍보탕가감,,,,NNP,*,T,음양쌍보탕가감,*,*,*,*
Y-GTP의,,,,NNP,*,F,Y-GTP의,*,*,*,*
향부자,,,,NNP,*,F,향부자,*,*,*,*
수근관증후군,,,,NNP,*,T,수근관증후군,*,*,*,*
슬와낭,,,,NNP,*,T,슬와낭,*,*,*,*
발목관절,,,,NNP,*,T,발목관절,*,*,*,*
한열왕래와,,,,NNP,*,F,한열왕래와,*,*,*,*
온경탕,,,,NNP,*,T,온경탕,*,*,*,*
육울탕,,,,NNP,*,T,육울탕,*,*,*,*
어깨-흉곽,,,,NNP,*,T,어깨-흉곽,*,*,*,*
정통산,,,,NNP,*,T,정통산,*,*,*,*
통중,,,,NNP,*,T,통중,*,*,*,*
분리증,,,,NNP,*,T,분리증,*,*,*,*
목단피지황탕,,,,NNP,*,T,목단피지황탕,*,*,*,*
월슬라이드,,,,NNP,*,F,월슬라이드,*,*,*,*
대풍자,,,,NNP,*,F,대풍자,*,*,*,*
주요,,,,NNP,*,F,주요,*,*,*,*
소양병,,,,NNP,*,T,소양병,*,*,*,*
청폐사간탕,,,,NNP,*,T,청폐사간탕,*,*,*,*
구미강활탕,,,,NNP,*,T,구미강활탕,*,*,*,*
일관전,,,,NNP,*,T,일관전,*,*,*,*
먼쪽,,,,NNP,*,T,먼쪽,*,*,*,*
의완,,,,NNP,*,T,의완,*,*,*,*
마미증후군,,,,NNP,*,T,마미증후군,*,*,*,*
팔진탕,,,,NNP,*,T,팔진탕,*,*,*,*
유완소,,,,NNP,*,F,유완소,*,*,*,*
